t,K_B,K_B_prony,K_C,K_C_prony
0.3418546366,8.037662274e-07,4.542436741e-10,-6.894380104e-06,-4.633167188e-06
0.3428571429,7.766141959e-07,4.260307237e-10,-6.678709868e-06,-4.479343708e-06
0.3438596491,3.375810506e-09,3.995701004e-10,-5.968827241e-06,-4.330627751e-06
0.3448621554,-5.361740463e-07,3.747529631e-10,-5.420355161e-06,-4.186849697e-06
0.3458646617,-1.650195277e-07,3.514772318e-10,-5.487575018e-06,-4.04784556e-06
0.3468671679,6.312541888e-07,3.296471668e-10,-5.846219955e-06,-3.913456804e-06
0.3478696742,8.291252455e-07,3.091729752e-10,-5.810396982e-06,-3.783530157e-06
0.3488721805,1.727738808e-07,2.899704415e-10,-5.207314007e-06,-3.657917441e-06
0.3498746867,-5.047827186e-07,2.71960581e-10,-4.593998226e-06,-3.536475397e-06
0.350877193,-3.480805325e-07,2.550693153e-10,-4.543991776e-06,-3.419065528e-06
0.3518796992,4.319514338e-07,2.392271668e-10,-4.917129854e-06,-3.305553937e-06
0.3528822055,8.325302972e-07,2.243689738e-10,-5.041807442e-06,-3.195811171e-06
0.3538847118,3.397561026e-07,2.104336216e-10,-4.572559217e-06,-3.089712081e-06
0.354887218,-4.201348304e-07,1.973637917e-10,-3.927691513e-06,-2.987135674e-06
0.3558897243,-4.842567565e-07,1.851057259e-10,-3.752387301e-06,-2.887964974e-06
0.3568922306,2.195196321e-07,1.736090047e-10,-4.096098545e-06,-2.792086892e-06
0.3578947368,7.857522923e-07,1.628263405e-10,-4.352769869e-06,-2.699392094e-06
0.3588972431,4.892933227e-07,1.52713383e-10,-4.035692257e-06,-2.609774879e-06
0.3598997494,-2.927881534e-07,1.432285361e-10,-3.396133164e-06,-2.523133054e-06
0.3609022556,-5.672609201e-07,1.343327878e-10,-3.099270887e-06,-2.439367821e-06
0.3619047619,7.703266539e-09,1.259895489e-10,-3.375137996e-06,-2.358383666e-06
0.3629072682,6.910775416e-07,1.181645029e-10,-3.728118254e-06,-2.280088243e-06
0.3639097744,6.0812699e-07,1.108254648e-10,-3.571630097e-06,-2.204392276e-06
0.3649122807,-1.35516527e-07,1.039422487e-10,-2.975078594e-06,-2.131209452e-06
0.365914787,-5.937217702e-07,9.748654325e-11,-2.571758511e-06,-2.060456326e-06
0.3669172932,-1.887407866e-07,9.143179597e-11,-2.749549153e-06,-1.992052222e-06
0.3679197995,5.554309764e-07,8.575310337e-11,-3.1584258e-06,-1.925919146e-06
0.3689223058,6.860302773e-07,8.042710875e-11,-3.159891411e-06,-1.861981692e-06
0.369924812,3.659072723e-08,7.543190616e-11,-2.641146367e-06,-1.800166959e-06
0.3709273183,-5.654224418e-07,7.07469502e-11,-2.155713107e-06,-1.740404466e-06
0.3719298246,-3.572351916e-07,6.63529716e-11,-2.215171358e-06,-1.682626074e-06
0.3729323308,3.886608459e-07,6.223189787e-11,-2.638100924e-06,-1.626765906e-06
0.3739348371,7.169115626e-07,5.836677905e-11,-2.784625599e-06,-1.572760272e-06
0.3749373434,2.090058761e-07,5.474171792e-11,-2.373253044e-06,-1.520547599e-06
0.3759398496,-4.868960196e-07,5.134180467e-11,-1.837155766e-06,-1.470068356e-06
0.3769423559,-4.867128229e-07,4.815305551e-11,-1.768866247e-06,-1.42126499e-06
0.3779448622,2.029417516e-07,4.51623552e-11,-2.165093394e-06,-1.374081859e-06
0.3789473684,6.979205658e-07,4.235740308e-11,-2.433997367e-06,-1.328465169e-06
0.3799498747,3.666712844e-07,3.972666251e-11,-2.151610674e-06,-1.284362913e-06
0.380952381,-3.671552636e-07,3.725931336e-11,-1.600568399e-06,-1.241724808e-06
0.3819548872,-5.695580438e-07,3.494520754e-11,-1.406525159e-06,-1.200502244e-06
0.3829573935,1.21655301e-08,3.277482727e-11,-1.739831123e-06,-1.160648224e-06
0.3839598997,6.312868175e-07,3.07392459e-11,-2.100979759e-06,-1.12211731e-06
0.384962406,4.974224532e-07,2.883009123e-11,-1.959884942e-06,-1.084865574e-06
0.3859649123,-2.170966169e-07,2.703951104e-11,-1.430755937e-06,-1.048850548e-06
0.3869674185,-6.016061924e-07,2.536014081e-11,-1.123290111e-06,-1.014031171e-06
0.3879699248,-1.702130884e-07,2.378507342e-11,-1.363892304e-06,-9.803677479e-07
0.3889724311,5.218672853e-07,2.230783075e-11,-1.781569403e-06,-9.478219003e-07
0.3899749373,5.905016391e-07,2.092233705e-11,-1.783764501e-06,-9.163565248e-07
0.3909774436,-5.013124396e-08,1.962289391e-11,-1.311790485e-06,-8.859357496e-07
0.3919799499,-5.823945188e-07,1.840415684e-11,-9.127396443e-07,-8.565248939e-07
0.3929824561,-3.307313405e-07,1.726111331e-11,-1.039838516e-06,-8.280904287e-07
0.3939849624,3.790161744e-07,1.61890621e-11,-1.475874263e-06,-8.00599938e-07
0.3949874687,6.395110778e-07,1.518359398e-11,-1.613070617e-06,-7.740220821e-07
0.3959899749,1.199840888e-07,1.424057359e-11,-1.228763023e-06,-7.48326562e-07
0.3969924812,-5.155853315e-07,1.335612238e-11,-7.668702972e-07,-7.234840846e-07
0.3979949875,-4.58794164e-07,1.252660273e-11,-7.693343632e-07,-6.994663293e-07
0.3989974937,2.132917223e-07,1.174860291e-11,-1.185644486e-06,-6.762459159e-07
0.4,6.407175918e-07,1.101892313e-11,-1.440090336e-06,-6.537963734e-07
